row_id,series,metric,year,value,unit,sex,age_group,nationality,country_of_origin,region,source_name,source_publication,source_table,source_url,confidence,notes
1842,stock_foreign_nationality,count,2011,1158,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1843,stock_foreign_nationality,count,2012,1258,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1844,stock_foreign_nationality,count,2013,1392,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1845,stock_foreign_nationality,count,2014,1430,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1846,stock_foreign_nationality,count,2015,1541,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1847,stock_foreign_nationality,count,2016,1702,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1848,stock_foreign_nationality,count,2017,1815,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1849,stock_foreign_nationality,count,2018,1965,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1850,stock_foreign_nationality,count,2019,2393,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1851,stock_foreign_nationality,count,2020,2818,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1852,stock_foreign_nationality,count,2021,3138,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1853,stock_foreign_nationality,count,2022,3439,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1854,stock_foreign_nationality,count,2023,4152,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1855,stock_foreign_nationality,count,2024,4525,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1856,stock_foreign_nationality,count,2025,5155,persons,all,55-59,DZ,DZ,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1857,stock_foreign_nationality,count,2002,173696,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1858,stock_foreign_nationality,count,2003,220589,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1859,stock_foreign_nationality,count,2004,257667,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1860,stock_foreign_nationality,count,2005,303037,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1861,stock_foreign_nationality,count,2006,347507,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1862,stock_foreign_nationality,count,2007,379362,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1863,stock_foreign_nationality,count,2008,417758,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1864,stock_foreign_nationality,count,2009,452218,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1865,stock_foreign_nationality,count,2010,463745,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1866,stock_foreign_nationality,count,2011,464533,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1867,stock_foreign_nationality,count,2012,455228,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1868,stock_foreign_nationality,count,2013,446185,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1869,stock_foreign_nationality,count,2014,420824,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1870,stock_foreign_nationality,count,2015,405852,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1871,stock_foreign_nationality,count,2016,403795,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1872,stock_foreign_nationality,count,2017,398651,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1873,stock_foreign_nationality,count,2018,412666,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1874,stock_foreign_nationality,count,2019,436895,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1875,stock_foreign_nationality,count,2020,471367,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1876,stock_foreign_nationality,count,2021,485567,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1877,stock_foreign_nationality,count,2022,491403,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1878,stock_foreign_nationality,count,2023,511822,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1879,stock_foreign_nationality,count,2024,533411,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1880,stock_foreign_nationality,count,2025,566487,persons,male,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1881,stock_foreign_nationality,count,2002,267082,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1882,stock_foreign_nationality,count,2003,334725,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1883,stock_foreign_nationality,count,2004,393830,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1884,stock_foreign_nationality,count,2005,462344,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1885,stock_foreign_nationality,count,2006,532887,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1886,stock_foreign_nationality,count,2007,590642,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1887,stock_foreign_nationality,count,2008,660144,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1888,stock_foreign_nationality,count,2009,727180,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1889,stock_foreign_nationality,count,2010,761159,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1890,stock_foreign_nationality,count,2011,774241,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1891,stock_foreign_nationality,count,2012,771637,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1892,stock_foreign_nationality,count,2013,768076,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1893,stock_foreign_nationality,count,2014,735786,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1894,stock_foreign_nationality,count,2015,715629,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1895,stock_foreign_nationality,count,2016,716779,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1896,stock_foreign_nationality,count,2017,711335,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1897,stock_foreign_nationality,count,2018,737622,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1898,stock_foreign_nationality,count,2019,778868,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1899,stock_foreign_nationality,count,2020,835431,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1900,stock_foreign_nationality,count,2021,860221,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1901,stock_foreign_nationality,count,2022,866732,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1902,stock_foreign_nationality,count,2023,893953,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1903,stock_foreign_nationality,count,2024,920693,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1904,stock_foreign_nationality,count,2025,968999,persons,all,all,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1905,stock_foreign_nationality,count,2002,12888,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1906,stock_foreign_nationality,count,2003,15162,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1907,stock_foreign_nationality,count,2004,17362,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1908,stock_foreign_nationality,count,2005,19531,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1909,stock_foreign_nationality,count,2006,21263,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1910,stock_foreign_nationality,count,2007,22227,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1911,stock_foreign_nationality,count,2008,23064,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1912,stock_foreign_nationality,count,2009,23795,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1913,stock_foreign_nationality,count,2010,23350,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1914,stock_foreign_nationality,count,2011,22631,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1915,stock_foreign_nationality,count,2012,22073,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1916,stock_foreign_nationality,count,2013,21991,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1917,stock_foreign_nationality,count,2014,21153,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1918,stock_foreign_nationality,count,2015,20286,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
